"","major","degree","decision_method","gpa","gre_verbal","gre_quant","status","uni_faculty","uni_pub","decision_month"
"901","CS","PhD","E-mail",3.7,150,168,"International",15,1.5,"04"
"6247","CS","MS","E-mail",3.26,156,149,"International",36,2.8,"05"
"10422","CS","PhD","Other",NA,NA,NA,"International",23,1.9,"02"
"5698","CS","PhD","E-mail",NA,NA,NA,"International",52,6.4,"02"
"8549","CS","PhD","E-mail",NA,NA,NA,"International",68,8.7,"02"
"3919","CS","MS","Website",3.3,152,170,"International",22,1.9,"04"
"311","ECE","PhD","E-mail",NA,NA,NA,"International",42,5.4,"04"
"4500","CS","MS","E-mail",NA,NA,NA,"American",50,4.7,"03"
"13477","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"627","CS","PhD","E-mail",2.6,163,145,"International",10,1.2,"04"
"1464","ECE","MS","E-mail",3.93,154,170,"International",152,18.1,"03"
"7056","CS","PhD","E-mail",NA,NA,NA,"International",42,5.4,"03"
"15065","CS","MS","E-mail",NA,NA,NA,"International",53,4.8,"03"
"5691","ECE","PhD","Website",3.57,157,170,"International",42,5.4,"02"
"9387","CS","MS","E-mail",3.6,153,166,"International",38,3.1,"03"
"9655","CS","MS","E-mail",NA,NA,NA,"International",55,4.3,"03"
"13923","CS","PhD","E-mail",NA,NA,NA,"International",51,5.3,"02"
"6842","CS","MS","E-mail",3.93,157,155,"American",50,5.7,"03"
"3544","CS","MS","E-mail",3.87,164,162,"American",37,5,"11"
"1727","ECE","MS","Website",NA,NA,NA,"International",83,11.1,"03"
"2593","ECE","MS","Website",3.84,157,169,"International",83,11.1,"02"
"15834","CS","PhD","E-mail",NA,NA,NA,"International",32,2.7,"02"
"8302","CS","MS","E-mail",3.87,170,148,"International with US Degree",26,2.5,"02"
"11165","CS","PhD","E-mail",NA,NA,NA,"American",152,18.1,"02"
"15225","CS","MS","E-mail",NA,162,166,"International",83,9.9,"03"
"7537","HCI","MS","E-mail",3.56,160,170,"International",152,18.1,"03"
"7462","CS","MS","Website",NA,NA,NA,"International",26,2.5,"03"
"12718","CS","PhD","Website",NA,NA,NA,"American",42,5.4,"03"
"13933","CS","PhD","E-mail",NA,NA,NA,"International",51,5.3,"02"
"6967","ECE","PhD","E-mail",NA,153,170,"International",22,2.4,"03"
"9972","ECE","MS","Website",NA,NA,NA,"International",55,4.7,"03"
"12552","CS","PhD","E-mail",NA,NA,NA,"International",63,8.6,"03"
"1952","CS","PhD","E-mail",NA,NA,NA,"International",22,1.9,"03"
"10074","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",47,3,"03"
"5496","ECE","PhD","E-mail",NA,NA,NA,"International",83,9.9,"02"
"16397","CS","PhD","E-mail",NA,NA,NA,"American",25,3.5,"01"
"2143","ECE","PhD","Website",NA,NA,NA,"International",55,4.3,"03"
"9061","CS","MS","E-mail",3.81,170,150,"International",37,3.1,"04"
"13241","CS","PhD","E-mail",NA,NA,NA,"International",83,11.1,"03"
"11833","CS","PhD","E-mail",3.99,155,164,"International",53,6.9,"04"
"6203","CS","MS","Website",NA,148,160,"International",34,2.3,"12"
"3436","ECE","PhD","E-mail",2.75,151,168,"International with US Degree",24,2,"01"
"8351","CS","PhD","Phone",NA,NA,NA,"American",57,11.5,"02"
"1926","CS","MS","E-mail",NA,NA,NA,"International",73,6.7,"03"
"4863","CS","PhD","E-mail",NA,NA,NA,"International",21,2.1,"03"
"6145","CS","PhD","E-mail",NA,147,170,"International",37,3.1,"01"
"14482","CS","MS","E-mail",NA,NA,NA,"International with US Degree",55,4.7,"04"
"6673","CS","PhD","Website",NA,NA,NA,"International",55,4.3,"04"
"807","CS","MS","Website",3.69,160,170,"International",22,2.8,"04"
"15141","CS","PhD","Phone",NA,NA,NA,"International",11,1.6,"03"
"15427","CS","PhD","E-mail",NA,NA,NA,"International",48,5.9,"03"
"14428","CS","PhD","E-mail",NA,NA,NA,"International",15,1.8,"04"
"11452","CS","PhD","E-mail",NA,NA,NA,"International",53,4.8,"02"
"2916","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",52,6.4,"02"
"12039","CS","MS","E-mail",NA,NA,NA,"International",38,3.1,"04"
"252","CS","MS","E-mail",NA,NA,NA,"International",42,2.6,"04"
"12713","CS","PhD","E-mail",3.62,164,159,"International with US Degree",15,1.9,"03"
"14774","CS","MS","E-mail",NA,NA,NA,"International",63,8.6,"03"
"14721","CS","PhD","E-mail",NA,NA,NA,"International",53,4.8,"04"
"4245","CS","MS","E-mail",NA,NA,NA,"International",42,5.4,"03"
"7320","CS","MS","Website",3.2,157,165,"International",NA,NA,"03"
"15771","CS","PhD","E-mail",3.8,160,161,"American",32,2.7,"02"
"11408","CS","PhD","E-mail",NA,NA,NA,"American",57,8.4,"02"
"16240","CS","PhD","E-mail",NA,NA,NA,"International",68,8.7,"02"
"7713","CS","PhD","Website",NA,NA,NA,"International",24,2.1,"02"
"2161","CS","MS","E-mail",3.5,158,162,"International",42,2.6,"02"
"8530","CS","PhD","E-mail",3.8,149,160,"International",52,6.4,"02"
"3563","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",20,2.3,"10"
"564","CS","PhD","E-mail",3.14,145,165,"International",40,3.6,"04"
"1939","CS","MS","E-mail",3.3,161,158,"American",25,3.5,"02"
"14800","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",63,8.6,"03"
"2357","CS","PhD","E-mail",NA,NA,NA,"American",13,1.6,"02"
"1594","CS","PhD","E-mail",NA,NA,NA,"American",57,8.4,"03"
"8863","CS","PhD","E-mail",3.94,161,166,"American",83,9.9,"01"
"9733","CS","PhD","E-mail",NA,NA,NA,"International",22,2.4,"03"
"1473","CS","PhD","E-mail",2.6,163,145,"International",20,1.5,"03"
"6640","CS","MS","E-mail",NA,NA,NA,"International",50,5.7,"04"
"4122","CS","MS","E-mail",3.2,151,167,"International",25,3.5,"04"
"5459","ECE","MS","E-mail",3.85,159,168,"American",53,6.9,"02"
"4040","CS","MS","E-mail",NA,NA,NA,"International",63,8.6,"04"
"235","CS","MS","E-mail",NA,NA,NA,"International",55,4.7,"04"
"7523","CS","PhD","E-mail",4,169,170,"American",68,8.7,"03"
"14613","CS","MS","E-mail",NA,NA,NA,"International",68,8.7,"04"
"7225","CS","PhD","E-mail",NA,NA,NA,"International",83,9.9,"03"
"12367","ECE","PhD","Website",3.77,164,166,"International",38,3.1,"03"
"7340","CS","PhD","Website",NA,NA,NA,"International",23,2.7,"03"
"274","CS","MS","E-mail",NA,153,161,"International",55,4.3,"04"
"1866","CS","MS","Website",3.85,162,166,"International",30,2.3,"03"
"7594","HCI","MS","E-mail",NA,156,156,"International",152,18.1,"03"
"2961","CS","MS","E-mail",3.9,155,165,"International",48,5.9,"01"
"11505","CS","PhD","E-mail",NA,NA,NA,"American",46,5.6,"01"
"108","ECE","PhD","E-mail",NA,NA,NA,"International",42,5.4,"03"
"12150","ECE","PhD","E-mail",NA,NA,NA,"International",26,2.3,"03"
"14230","CS","PhD","Phone",3.97,161,166,"American",152,18.1,"01"
"11903","CS","PhD","Other",NA,NA,NA,"International with US Degree",52,6.4,"04"
"6289","CS","PhD","E-mail",NA,NA,NA,"International",13,1.4,"05"
"650","CS","MS","E-mail",NA,NA,NA,"International",42,5.4,"04"
"6506","CS","PhD","E-mail",NA,NA,NA,"International",63,8.6,"04"
"10803","CS","PhD","E-mail",3.86,152,165,"International",12,1.8,"02"
"4641","CS","MS","Website",NA,NA,NA,"International",52,6.4,"03"
"4318","CS","PhD","E-mail",3.77,159,164,"International",73,6.7,"03"
"13193","ECE","PhD","E-mail",NA,NA,NA,"International",83,11.1,"03"
"14553","ECE","PhD","E-mail",NA,NA,NA,"American",25,3.5,"04"
"570","ECE","MS","E-mail",NA,NA,NA,"International",152,18.1,"04"
"8490","CS","MS","E-mail",NA,NA,NA,"International",152,18.1,"02"
"5311","CS","PhD","E-mail",NA,NA,NA,"International",83,11.1,"02"
"7960","CS","MS","E-mail",NA,NA,NA,"International with US Degree",53,4.8,"02"
"14471","CS","PhD","E-mail",NA,NA,NA,"American",22,2.4,"04"
"10203","ECE","PhD","E-mail",NA,NA,NA,"International",83,11.1,"03"
"592","ECE","PhD","E-mail",NA,NA,NA,"International",19,2.8,"04"
"15402","CS","PhD","E-mail",NA,NA,NA,"American",13,1.6,"03"
"7914","CS","PhD","E-mail",3.9,145,166,"International",43,3.6,"02"
"1050","CS","MS","E-mail",3.2,156,166,"International",43,3.6,"03"
"14286","ECE","PhD","E-mail",NA,NA,NA,"International",36,2.8,"06"
"16460","CS","PhD","E-mail",NA,NA,NA,"American",83,9.9,"01"
"15372","CS","MS","E-mail",3.5,154,166,"International",15,1.5,"03"
"8923","ECE","MS","Website",NA,NA,NA,"American",50,5.7,"07"
"16015","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",83,11.1,"02"
"3099","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"15972","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",83,11.1,"02"
"14363","CS","PhD","E-mail",NA,NA,NA,"American",73,6.7,"04"
"11507","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"01"
"7684","CS","MS","Website",3.3,154,159,"International",35,3.4,"03"
"14659","ECE","PhD","E-mail",NA,NA,NA,"International",53,6.9,"04"
"13104","HCI","MS","E-mail",NA,NA,NA,"International",152,18.1,"03"
"1254","CS","MS","E-mail",3.75,147,170,"International",35,3.4,"03"
"7606","CS","PhD","Website",NA,NA,NA,"American",13,1.6,"03"
"8663","CS","PhD","E-mail",NA,NA,NA,"American",53,6.9,"02"
"11144","CS","PhD","E-mail",NA,NA,NA,"American",152,18.1,"02"
"3008","CS","PhD","E-mail",NA,155,167,"International",33,2.8,"02"
"7420","CS","MS","E-mail",3,146,152,"International with US Degree",26,2.5,"03"
"3747","ECE","MS","E-mail",NA,NA,NA,"International",42,5.4,"04"
"8642","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"02"
"1976","CS","MS","E-mail",3.65,145,163,"International",73,6.7,"03"
"872","ECE","PhD","E-mail",NA,164,166,"International with US Degree",83,9.9,"04"
"11528","CS","PhD","E-mail",NA,NA,NA,"International",83,9.9,"01"
"41","CS","MS","E-mail",NA,156,163,"International",22,2.4,"10"
"16081","CS","PhD","E-mail",NA,NA,NA,"International",53,4.8,"02"
"13097","ECE","PhD","E-mail",3.6,155,166,"International",63,8.6,"03"
"249","ECE","PhD","E-mail",NA,NA,NA,"International",23,1.9,"04"
"13880","CS","PhD","E-mail",NA,NA,NA,"Other",37,5,"02"
"16110","CS","PhD","E-mail",3.82,162,166,"American",57,11.5,"02"
"11666","CS","MS","Other",NA,NA,NA,"Other",13,1.5,"07"
"8261","CS","PhD","E-mail",3.7,157,170,"International",57,8.4,"02"
"12264","ECE","PhD","E-mail",NA,NA,NA,"International",53,6.9,"03"
"8664","CS","PhD","E-mail",3.56,146,162,"International",53,4.8,"02"
"14385","CS","MS","E-mail",3.9,170,144,"International",46,4.3,"04"
"10649","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",23,2.7,"02"
"3139","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"1622","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",52,6.4,"03"
"10495","ECE","PhD","E-mail",3.98,154,164,"International",52,6.4,"02"
"11716","HCI","MS","E-mail",NA,NA,NA,"International",73,6.7,"05"
"12514","CS","MS","E-mail",NA,NA,NA,"American",37,5,"03"
"8735","CS","MS","E-mail",NA,NA,NA,"International",152,18.1,"01"
"5827","ECE","PhD","E-mail",NA,152,170,"International",83,11.1,"02"
"1161","CS","MS","Website",NA,NA,NA,"International",55,4.3,"03"
"7575","CS","MS","Website",3.81,168,164,"American",42,5.4,"03"
"5562","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",29,4.2,"02"
"10865","CS","PhD","Website",NA,NA,NA,"International",13,1.6,"02"
"5231","CS","MS","E-mail",NA,NA,NA,"International",51,5.3,"02"
"15634","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"11946","ECE","MS","E-mail",3,150,166,"International",22,2.8,"03"
"2502","CS","PhD","E-mail",3.6,156,163,"International",46,5.6,"02"
"15439","CS","MS","E-mail",NA,NA,NA,"International",48,5.9,"03"
"4016","CS","MS","E-mail",3.5,150,160,"American",55,4.3,"04"
"4359","CS","PhD","E-mail",3.65,148,163,"International",22,2.8,"03"
"2582","ECE","MS","E-mail",3.85,162,170,"International",83,11.1,"02"
"7440","CS","MS","E-mail",3.8,170,148,"International",152,18.1,"03"
"14076","ECE","MS","Website",NA,NA,NA,"International",55,4.3,"02"
"4478","ECE","MS","E-mail",4,148,166,"American",83,9.9,"03"
"1145","ECE","PhD","E-mail",NA,NA,NA,"International",37,3.4,"03"
"3134","CS","PhD","E-mail",NA,NA,NA,"International",57,11.5,"02"
"718","ECE","PhD","Website",NA,NA,NA,"International",42,5.4,"04"
"861","CS","PhD","E-mail",4,151,159,"International with US Degree",NA,NA,"04"
"6867","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",50,4.7,"03"
"8620","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",85,12.3,"02"
"14450","ECE","MS","E-mail",NA,NA,NA,"International",53,6.9,"04"
"1038","CS","MS","E-mail",NA,NA,NA,"American",19,2.8,"03"
"5894","CS","PhD","E-mail",3,153,164,"International",12,1.4,"02"
"904","CS","MS","E-mail",3.75,153,157,"International",48,5.9,"03"
"13404","CS","PhD","E-mail",NA,NA,NA,"American",26,3.3,"02"
"4262","CS","PhD","E-mail",3.7,143,163,"International",35,3.4,"03"
"10187","CS","MS","E-mail",NA,NA,NA,"American",48,5.9,"03"
"4836","HCI","MS","E-mail",3.5,168,166,"International",152,18.1,"03"
"4099","ECE","PhD","E-mail",3.86,165,170,"American",28,2.9,"04"
"6251","ECE","PhD","E-mail",NA,NA,NA,"International",152,18.1,"05"
"15509","CS","PhD","E-mail",NA,NA,NA,"American",47,5.8,"03"
"13742","CS","PhD","Website",NA,148,164,"International",37,3.4,"02"
"13615","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"12322","CS","MS","E-mail",3.4,162,166,"International",37,5,"03"
"14025","CS","PhD","Phone",NA,NA,NA,"American",37,5,"02"
"540","CS","MS","E-mail",NA,NA,NA,"International",23,2.7,"03"
"14334","CS","PhD","E-mail",NA,NA,NA,"International",73,6.7,"05"
"9181","CS","MS","Website",NA,NA,NA,"International",33,2.8,"04"
"7827","CS","PhD","E-mail",3.62,168,166,"International",12,1.4,"02"
"4280","CS","MS","Website",NA,160,166,"International",35,3.4,"03"
"3447","ECE","MS","E-mail",NA,NA,NA,"American",48,5.9,"01"
"652","CS","MS","E-mail",3.23,156,163,"International",42,5.4,"04"
"6313","CS","MS","Website",NA,154,162,"International",46,5.6,"05"
"12502","ECE","PhD","E-mail",NA,NA,NA,"International",57,8.4,"03"
"8265","CS","PhD","E-mail",NA,NA,NA,"American",25,3.5,"02"
"9658","ECE","PhD","E-mail",NA,NA,NA,"International",63,8.6,"03"
"11115","CS","MS","E-mail",3.8,153,161,"International",53,4.8,"02"
"11491","CS","PhD","E-mail",NA,NA,NA,"International",53,4.8,"02"
"3044","ECE","PhD","E-mail",NA,NA,NA,"International",48,5.9,"02"
"11362","CS","MS","E-mail",3.95,163,164,"American",152,18.1,"02"
"236","CS","MS","Website",3.83,142,161,"International",55,4.3,"04"
"10144","CS","MS","E-mail",NA,NA,NA,"International",48,5.9,"03"
"3991","CS","MS","E-mail",NA,NA,NA,"International with US Degree",37,5,"04"
"14278","ECE","MS","E-mail",NA,NA,NA,"American",16,1.5,"10"
"1080","CS","MS","E-mail",NA,165,164,"International",53,6.9,"03"
"971","CS","MS","E-mail",3.7,150,169,"International",73,6.7,"03"
"11882","CS","PhD","Website",NA,NA,NA,"International with US Degree",53,4.8,"04"
"1281","CS","MS","E-mail",NA,154,165,"International",34,2.3,"02"
"9684","ECE","MS","E-mail",NA,NA,NA,"International",55,4.7,"03"
"15532","CS","PhD","E-mail",NA,NA,NA,"International",46,5.6,"02"
"1133","CS","MS","E-mail",3.91,153,166,"International",50,4.7,"03"
"6591","ECE","PhD","Website",3.25,148,165,"International",22,2.8,"04"
"8329","CS","PhD","E-mail",3.9,156,168,"American",57,8.4,"02"
"4180","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",47,3,"04"
"11000","CS","PhD","E-mail",NA,NA,NA,"International",12,1.4,"02"
"2381","ECE","PhD","E-mail",3.98,170,155,"International",73,6.7,"02"
"6914","CS","MS","E-mail",NA,NA,NA,"International",57,11.5,"03"
"2569","ECE","PhD","E-mail",3.26,152,165,"International",19,1.6,"02"
"3255","CS","PhD","E-mail",NA,NA,NA,"International",68,8.7,"02"
"12712","CS","PhD","Website",NA,NA,NA,"American",42,5.4,"03"
"8918","ECE","MS","E-mail",3.29,154,162,"International",15,1.8,"07"
"753","CS","PhD","E-mail",3.56,147,166,"International",26,2.5,"02"
"14277","ECE","MS","E-mail",NA,NA,NA,"International",48,5.9,"10"
"13099","ECE","MS","E-mail",NA,NA,NA,"American",83,9.9,"03"
"8097","CS","PhD","E-mail",NA,NA,NA,"International",52,6.4,"02"
"13139","CS","MS","E-mail",NA,NA,NA,"American",152,18.1,"03"
"6934","CS","MS","E-mail",NA,NA,NA,"International",57,11.5,"03"
"7093","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",46,4.3,"03"
"9041","CS","PhD","Postal Service",3.34,153,166,"International",29,4.2,"04"
"12703","ECE","MS","E-mail",3.7,153,166,"International",68,8.7,"03"
"12939","ECE","PhD","Website",NA,NA,NA,"International",37,5,"03"
"9588","CS","MS","Website",NA,NA,NA,"International",15,1.9,"03"
"6030","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"02"
"2420","CS","PhD","E-mail",NA,NA,NA,"International",26,2.3,"02"
"6870","CS","MS","E-mail",3,150,170,"International",83,9.9,"03"
"1694","ECE","PhD","E-mail",3.73,154,164,"International",53,4.8,"03"
"9589","CS","PhD","E-mail",3.98,154,164,"International",83,9.9,"03"
"14217","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"01"
"14672","ECE","PhD","E-mail",NA,NA,NA,"American",152,18.1,"01"
"11026","CS","PhD","E-mail",NA,NA,NA,"Other",68,8.7,"02"
"12863","ECE","PhD","E-mail",NA,NA,NA,"International",55,4.3,"03"
"3075","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"9305","CS","MS","E-mail",NA,NA,NA,"American",73,6.7,"04"
"5312","CS","PhD","E-mail",NA,NA,NA,"International",83,11.1,"02"
"6212","CS","MS","E-mail",NA,156,169,"International",38,3.1,"11"
"13975","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"4288","ECE","PhD","E-mail",NA,152,168,"International",37,5,"03"
"11562","CS","MS","Website",NA,166,161,"International",53,4.8,"01"
"7385","ECE","PhD","E-mail",3.85,157,168,"International",22,2.8,"03"
"10576","ECE","PhD","Website",3.92,164,162,"International",85,12.3,"02"
"15382","CS","PhD","Other",NA,NA,NA,"Other",25,3.5,"03"
"5054","CS","PhD","E-mail",3.1,152,168,"International",32,2.7,"02"
"6040","CS","PhD","E-mail",NA,NA,NA,"American",57,8.4,"01"
"1596","CS","MS","E-mail",NA,NA,NA,"International with US Degree",83,9.9,"03"
"6213","CS","MS","E-mail",3.69,158,161,"American",8,1.5,"11"
"2856","CS","PhD","E-mail",3.92,167,153,"International with US Degree",57,8.4,"02"
"2725","CS","MS","E-mail",3.3,150,162,"International",152,18.1,"02"
"15000","ECE","PhD","E-mail",NA,NA,NA,"International",53,6.9,"02"
"9337","CS","MS","E-mail",3.53,156,170,"American",53,6.9,"04"
"1370","CS","MS","Website",3.43,152,163,"International",50,4.7,"03"
"13389","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",30,2.3,"02"
"15581","CS","PhD","E-mail",NA,NA,NA,"International",33,2.8,"02"
"2962","CS","PhD","E-mail",3.66,150,170,"International",22,1.9,"02"
"15467","ECE","PhD","E-mail",3.7,161,161,"American",42,5.4,"02"
"6982","CS","MS","Website",3.81,169,170,"American",83,11.1,"03"
"7044","ECE","MS","E-mail",NA,NA,NA,"International with US Degree",73,6.7,"03"
"14995","ECE","PhD","Other",NA,NA,NA,"Other",NA,NA,"03"
"6407","CS","MS","Website",3.4,165,170,"American",26,3.3,"04"
"9198","CS","PhD","Website",NA,NA,NA,"International",52,6.4,"04"
"2178","HCI","MS","E-mail",3.77,149,160,"International with US Degree",152,18.1,"02"
"6227","CS","PhD","E-mail",NA,159,164,"International",28,2.9,"07"
"13336","CS","PhD","E-mail",NA,NA,NA,"International",22,2.8,"02"
"8443","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",152,18.1,"02"
"10474","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",46,5.6,"02"
"14475","ECE","PhD","E-mail",NA,NA,NA,"International",26,2.3,"04"
"8708","CS","PhD","E-mail",NA,NA,NA,"American",63,8.6,"02"
"12194","CS","PhD","E-mail",NA,NA,NA,"American",53,4.8,"03"
"7239","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",83,9.9,"03"
"4640","ECE","PhD","E-mail",NA,NA,NA,"International",30,2.8,"03"
"5174","CS","MS","E-mail",NA,154,163,"International",19,1.6,"02"
"5170","CS","PhD","Website",3.67,149,168,"International",15,1.5,"02"
"9398","CS","PhD","Website",NA,NA,NA,"International",21,2.4,"03"
"1329","CS","MS","Postal Service",NA,NA,NA,"International with US Degree",19,2.8,"03"
"11865","ECE","PhD","Website",NA,NA,NA,"International",37,3.4,"04"
"11250","ECE","PhD","E-mail",NA,NA,NA,"International",57,11.5,"02"
"12470","CS","PhD","Postal Service",NA,NA,NA,"International",50,5.7,"03"
"523","CS","PhD","E-mail",3.68,141,170,"International",37,5,"04"
"1090","CS","MS","E-mail",NA,159,166,"International",53,6.9,"03"
"15201","CS","PhD","Website",NA,NA,NA,"International with US Degree",42,5.4,"03"
"16033","ECE","PhD","E-mail",NA,NA,NA,"International",53,4.8,"02"
"95","CS","PhD","Website",3.97,162,165,"American",73,6.7,"05"
"10602","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",23,2.7,"02"
"3440","CS","PhD","Phone",3.82,156,170,"International with US Degree",19,1.6,"01"
"7771","CS","MS","E-mail",NA,NA,NA,"American",53,4.8,"02"
"3477","CS","PhD","E-mail",3.97,166,170,"American",52,6.4,"01"
"414","CS","MS","E-mail",NA,NA,NA,"International",47,5.8,"04"
